(CU-RivES)R235727
(CU-RivES)T66296
(CU-RivES)T73580
(CU-RivES)T35759
(CU-RivES)T35182
(CU-RivES)T35187
(CU-RivES)T40341
(CU-RivES)T40078
(CU-RivES)T80520
(CU-RivES)W147319
(CU-RivES)T85287
(CU-RivES)N30518
(CU-RivES)T142945
(CU-RivES)T54109
(CU-RivES)W149723
(CU-RivES)T73582
(CU-RivES)T38649
(CU-RivES)N5728
(CU-RivES)N20386
(CU-RivES)N25402
(CU-RivES)T71639
(CU-RivES)N24675
(Uk-ES)006067564
(CU-RivES)N9926
(CU-RivES)R179526
(CU-RivES)N19647
(CU-RivES)T174354
(CU-RivES)T41323
(CU-RivES)T65221
(CU-RivES)T37892
(Uk-ES)006479136
(CU-RivES)N479398
(CU-RivES)T43759
(CU-RivES)T53376
(CU-RivES)T226313
(CU-RivES)T71608
(CU-RivES)T160562
(CU-RivES)T193430
(CU-RivES)R236320
(CU-RivES)T71502
(CU-RivES)P1758
(Uk-ES)006072225
(CU-RivES)T148318
(CU-RivES)T164508
(CU-RivES)T142807
(CU-RivES)T146034
(CU-RivES)T71607
(Uk-ES)006294924
(CU-RivES)T200363
(CU-RivES)T138095
(CU-RivES)T209936
(CU-RivES)T192958
(CU-RivES)N65249
(CU-RivES)T189030
(CU-RivES)T27274
(CU-RivES)T14914
(CU-RivES)N24132
(CU-RivES)T200349
(CU-RivES)T77571
(CU-RivES)T77475
(CU-RivES)T77472
(CU-RivES)N27780
(CU-RivES)T200733
(CU-RivES)T181234
(CU-RivES)T46502
(CU-RivES)T46611
(CU-RivES)T143528
(CU-RivES)T149255
(CU-RivES)W59825
(CU-RivES)R183675
(CU-RivES)T73980
(CU-RivES)T77277
(CU-RivES)R27350
(CU-RivES)T203543
(CU-RivES)T4114
(CU-RivES)N25440
(CU-RivES)N1433
(CU-RivES)T49023
(CU-RivES)T20730
(CU-RivES)T155338
(CU-RivES)T155361
(Uk-ES)006422803
(CU-RivES)T51039
(CU-RivES)T115100
(CU-RivES)N23263
(CU-RivES)T201416
(Uk-ES)006218536
(CU-RivES) T18271
(CU-RivES)N41770
(CU-RivES)R201057
(Uk-ES)006252986
(CU-RivES)T153603
(CU-RivES)T73581
(CU-RivES)T81231
(CU-RivES)T47960
(Uk-ES)006154669
(CU-RivES)R184371
(CU-RivES)T151868
(CU-RivES)N24243
(CU-RivES)T87593
(CU-RivES)T201097
(CU-RivES)N22374
(CU-RivES)T122780
(CU-RivES)T86719
(CU-RivES)T132592
(CU-RivES)N25442
(CU-RivES)T195806
(CU-RivES)T52665
(CU-RivES)T53377
(CU-RivES)T123162
(CU-RivES)N6188
(Uk-ES)006475216
(CU-RivES)N475881
(CU-RivES)T52563
(CU-RivES)T77275
(CU-RivES)T91567
(CU-RivES)T146521
(CU-RivES)T65635
(CU-RivES)T53389
(CU-RivES)T133361
(CU-RivES)N64357
(CU-RivES)N44349
(CU-RivES)T171315
(Uk-ES)006017590
(CU-RivES)N26033
(CU-RivES)T146475
(CU-RivES)T208141
(CU-RivES)T146946
(CU-RivES)T56421
(CU-RivES)T85276
(CU-RivES)T72734
(CU-RivES)T19862
(CU-RivES)T65314
(CU-RivES)T89016
(CU-RivES)T199187
(CU-RivES)T77470
(CU-RivES)N37081
(CU-RivES)N29757
(Uk-ES)006472115
(CU-RivES)N472396
(CU-RivES)T149824
(CU-RivES)T30817
(CU-RivES)T90610
(CU-RivES)T30894
(CU-RivES)T80480
(CU-RivES)N27281
(CU-RivES)N27371
(CU-RivES)T67307
(CU-RivES)N27497
(CU-RivES)T51551
(CU-RivES)T145277
(CU-RivES)T73978
(CU-RivES)T51561
(CU-RivES)T73994
(Uk-ES)006348682
(CU-RivES)T77880
(CU-RivES)T143590
(CU-RivES)T100839
(CU-RivES)T17891
(CU-RivES)T129057
(Uk-ES)006396874
(CU-RivES)T14545
(CU-RivES)T77269
(CU-RivES)T148706
(CU-RivES)T145425
(CU-RivES)T34073
(CU-RivES)N28621
(CU-RivES)N12633
(CU-RivES)W168821
(CU-RivES)T64899
(CU-RivES)T153469
(CU-RivES)T206197
(CU-RivES)T221205
(CU-RivES)T60841
(CU-RivES)T77270
(CU-RivES)T96206
(CU-RivES)T79686
(CU-RivES)T131601
(CU-RivES)N31595
(Uk-ES)006482254
(CU-RivES)T498519
(UK-ES)006346623
(CU-RivES)T75703
(CU-RivES)T131330
(CU-RivES)T20348
(CU-RivES)T188241
(CU-RivES)N29811
(Uk-ES)006102657
(CU-RivES)R6072
(CU-RivES)T187542
(CU-RivES)W94180
(CU-RivES)T191336
(CU-RivES)N42439
(CU-RivES)T202634
(CU-RivES)T152761
(CU-RivES)T79417
(CU-RivES)T197541
(CU-RivES)W1009
(CU-RivES)T182024
(CU-RivES)T20735
(CU-RivES)N63436
(CU-RivES)T188779
(CU-RivES)T184553
(CU-RivES)W71597
(CU-RivES)T71597
(CU-RivES)T213702
(CU-RivES)W70626
(CU-RivES)T70626
(CU-RivES)T80321
(CU-RivES)T163829
(Uk-ES)006259231
(CU-RivES)T164353
(Uk-ES)006024761
(CU-RivES)N32633
(Uk-ES)006358320
(CU-RivES)T88025
(CU-RivES)N7279
(Uk-ES)006064683
(CU-RivES)N56824
(CU-RivES)T55319
(CU-RivES)T5847
(CU-RivES)T192377
(CU-RivES)T194776
(CU-RivES)R235677
(CU-RivES)W13168
(CU-RivES)T85298
(CU-RivES)T148402
(CU-RivES)N8933
(CU-RivES)N26040
(CU-RivES)T149486
(CU-RivES)T56417
(CU-RivES)T147866
(CU-RivES)T39087
(CU-RivES)T136841
(CU-RivES)T75985
(CU-RivES)R235066
(CU-RivES)T52270
(Uk-ES)006269723
(CU-RivES)T174933
(CU-RivES)N35777
(CU-RivES)T202816
(CU-RivES)N35791
(CU-RivES)T195083
(CU-RivES)T195084
(CU-RivES)T148299
(CU-RivES)N29526
(Uk-ES)006274888
(CU-RivES)T180135
(CU-RivES)N45649
(Uk-ES)006038962
(CU-RivES)T41514
(CU-RivES)T104723
(CU-RivES)T142652
(CU-RivES)T100836
(CU-RivES)T136150
(CU-RivES)T152092
(CU-RivES)N34071
(CU-RivES)N36710
(CU-RivES)N36718
(CU-RivES)T192679
(CU-RivES)T166041
(CU-RivES)R236347
(CU-RivES)W75030
(CU-RivES)T75030
(CU-RivES)R172537
(CU-RivES)W117121
(CU-RivES)T143513
(CU-RivES)T148370
(CU-RivES)T77273
(CU-RivES)T77274
(Uk-ES)006059036
(CU-RivES)N64055
(CU-RivES)N38302
(CU-RivES)T104724
(CU-RivES)N37609
(CU-RivES)N37636
(CU-RivES)T191134
(CU-RivES)T195082
(CU-RivES)N41633
(CU-RivES)T95342
(CU-RivES)T91428
(CU-RivES)N39128
(CU-RivES)N39650
(CU-RivES)T144722
(CU-RivES)N24221
(CU-RivES)R174161
(CU-RivES)R223689
(CU-RivES)N40835
(CU-RivES)N45416
(CU-RivES)T48561
(CU-RivES)T32571
(CU-RivES)T43054
(CU-RivES)T44047
(CU-RivES)T47270
(CU-RivES)T39009
(CU-RivES)T34475
(CU-RivES)T35217
(CU-RivES)T32374
(CU-RivES)T35594
(CU-RivES)T35374
(CU-RivES)N11421
(CU-RivES)T196687
(CU-RivES)N44746
(CU-RivES)T153585
(CU-RivES)N40937
(CU-RivES)N41322
(CU-RivES)N41288
(CU-RivES)T200957
(CU-RivES)T230080
(CU-RivES)T178961
(CU-RivES)T197914
(CU-RivES)W33441
(Uk-ES)006479137
(CU-RivES)N479399
(CU-RivES)T215381
(CU-RivES)W33440
(CU-RivES)N42797
(CU-RivES)N43120
(CU-RivES)T153153
(CU-RivES)N43149
(CU-RivES)P3236
(CU-RivES)T153157
(CU-RivES)W150717
(CU-RivES)T205131
(CU-RivES)R175463
(Uk-ES)006163700
(CU-RivES)T151102
(CU-RivES)W121751
(CU-RivES)T199530
(CU-RivES)R173486
(CU-RivES)W164143
(CU-RivES)T164140
(CU-RivES)W92219
(CU-RivES)T148718
(CU-RivES)N54250
(Uk-ES)006097160
(CU-RivES)R30265
(Uk-ES)006059289
(CU-RivES)N64308
(Uk-ES)006068250
(CU-RivES)N69204
(CU-RivES)T207802
(CU-RivES)T147826
(CU-RivES)T219439
(CU-RivES)T148533
(Uk-ES)006303244
(CU-RivES)T208750
(CU-RivES)N47185
(CU-RivES)T2127
(CU-RivES)N33273
(CU-RivES)R175707
(CU-RivES)T190479
(Uk-ES)006046137
(CU-RivES)N52220
(CU-RivES)T117120
(CU-RivES)T192869
(CU-RivES)T130787
(CU-RivES)T216607
(CU-RivES)T47185
(CU-RivES)T60074
(CU-RivES)T93353
(CU-RivES)T202485
(CU-RivES)T202487
(CU-RivES)T137419
(CU-RivES)T80318
(CU-RivES)T154320
(CU-RivES)T112328
(CU-RivES)N46998
(CU-RivES)N54355
(CU-RivES)T151708
(CU-RivES)T33266
(Uk-ES)006232728
(CU-RivES)T152106
(CU-RivES)T148315
(CU-RivES)T186361
(CU-RivES)N65785
(Uk-ES)006038858
(CU-RivES)N45554
(CU-RivES)T153575
(CU-RivES)T153623
(CU-RivES)N47711
(CU-RivES)N52923
(Uk-ES)006039943
(CU-RivES)N46547
(CU-RivES)N3176
(CU-RivES)R226899
(CU-RivES)N48165
(Uk-ES)006479290
(CU-RivES)N490027
(CU-RivES)T149780
(CU-RivES)T81229
(CU-RivES)T153562
(CU-RivES)T151067
(Uk-ES)006423356
(CU-RivES)T51604
(CU-RivES)T143371
(CU-RivES)T185461
(CU-RivES)T207656
(CU-RivES)S122472
(CU-RivES)N56472
(CU-RivES)T176706
(CU-RivES)N56495
(CU-RivES)N56496
(CU-RivES)N56510
(CU-RivES)R173540
(CU-RivES)N53923
(CU-RivES)T150893
(CU-RivES)R56550
(CU-RivES)T160015
(CU-RivES)T123483
(CU-RivES)T192658
(CU-RivES)N54029
(CU-RivES)N54070
(CU-RivES)P1974
(Uk-ES)006056591
(CU-RivES)N61782
(CU-RivES)T195044
(CU-RivES)N54055
(CU-RivES)N62674
(CU-RivES)N54369
(CU-RivES)N54456
(Uk-ES)006048577
(CU-RivES)N54462
(CU-RivES)N56588
(CU-RivES)T148501
(CU-RivES)N56466
(CU-RivES)N56783
(CU-RivES)T12733
(CU-RivES)N56655
(CU-RivES)N54736
(CU-RivES)N57787
(CU-RivES)N57596
(CU-RivES)N57973
(CU-RivES)N57893
(CU-RivES)N59503
(CU-RivES)N59655
(CU-RivES)N58955
(CU-RivES)W602
(CU-RivES)T50038
(CU-RivES)T59615
(CU-RivES)N15761
(CU-RivES)N55207
(CU-RivES)T223940
(CU-RivES)T54131
(CU-RivES)T153588
(CU-RivES)N56324
(CU-RivES)T115004
(CU-RivES)N54764
(CU-RivES)N48179
(CU-RivES)N54545
(CU-RivES)N54631
(CU-RivES)N54682
(CU-RivES)T148452
(CU-RivES)N54664
(CU-RivES)N54667
(CU-RivES)N54666
(CU-RivES)N54663
(CU-RivES)N54665
(CU-RivES)N54577
(CU-RivES)N54681
(CU-RivES)N54692
(CU-RivES)N54687
(Uk-ES)006051414
(CU-RivES)N5707
(CU-RivES)T219477
(CU-RivES)T208101
(CU-RivES)T154751
(CU-RivES)N54702
(CU-RivES)N54454
(CU-RivES)N54937
(CU-RivES)N54938
(CU-RivES)T163531
(CU-RivES)N54939
(CU-RivES)N54741
(CU-RivES)N46126
(CU-RivES)W148348
(CU-RivES)N38248
(CU-RivES)N38206
(CU-RivES)N54908
(CU-RivES)N54739
(CU-RivES)T219476
(CU-RivES)N54724
(CU-RivES)N54725
(CU-RivES)N32126
(Uk-ES)006051409
(CU-RivES)N57065
(CU-RivES)T148084
(CU-RivES)T142271
(CU-RivES)T19808
(CU-RivES)N60784
(CU-RivES)N61526
(CU-RivES)N62658
(CU-RivES)T88190
(CU-RivES)T227217
(CU-RivES)R173498
(Uk-ES)R173511
(CU-RivES)T220285
(Uk-ES)006314729
(CU-RivES)T153052
(CU-RivES)T152789
(CU-RivES)T136796
(CU-RivES)N62893
(CU-RivES)T151221
(CU-RivES)N48372
(CU-RivES)T151274
(CU-RivES)T190389
(CU-RivES)T70817
(CU-RivES)T215017
(UK-ES)R176878
(CU-RivES)006162315
(CU-RivES)R222841
(CU-RivES)R222851
(CU-RivES)R222864
(CU-RivES)R222893
(CU-RivES)R222936
(CU-RivES)R222939
(CU-RivES)T162075
(CU-RivES)R223143
(CU-RivES)T151235
(CU-RivES)R171028
(Uk-ES)006287598
(CU-RivES)T192945
(Uk-ES)006272751
(CU-RivES)T177985
(CU-RivES)T151672
(CU-RivES)R188137
(Uk-ES)006060579
(CU-RivES)N65519
(CU-RivES)P5954
(Uk-ES)006074952
(CU-RivES)W41442
(CU-RivES)W6448
(CU-RivES)T227316
(Uk-ES)006321700
(CU-RivES)R41500
(CU-RivES)006251614
(Uk-ES)T151595
(CU-RivES)T151825
(CU-RivES)T51566
(CU-RivES)R41499
(CU-RivES)R223421
(CU-RivES)T153433
(CU-RivES)T112040
(CU-RivES)N7144
(Uk-ES)006475998
(CU-RivES)N473482
(CU-RivES)T151927
(CU-RivES)T152004
(CU-RivES)T200006
(CU-RivES)T147767
(CU-RivES)T151716
(CU-RivES)T165852
(CU-RivES)W151914
(CU-RivES)T149627
(CU-RivES)T152797
(CU-RivES)T149608
(CU-RivES)N1064
(CU-RivES)T151857
(CU-RivES)N18129
(CU-RivES)N4959
(CU-RivES)T151200
(CU-RivES)T151201
(CU-RivES)T151202
(CU-RivES)T151203
(CU-RivES)T151209
(CU-RivES)T151298
(CU-RivES)T151263
(CU-RivES)T151245
(CU-RivES)T151276
(CU-RivES)T151301
(CU-RivES)T151219
(CU-RivES)T151277
(CU-RivES)T151251
(CU-RivES)T151238
(CU-RivES)T151283
(CU-RivES)T151240
(CU-RivES)T151228
(CU-RivES)T151242
(CU-RivES)T151241
(CU-RivES)T151300
(CU-RivES)T151213
(CU-RivES)T160883
(Uk-ES)006251614
(CU-RivES)T151595
(Uk-ES) 006251614
(CU-RivES)T151595
(CU-RivES)T151474
(CU-RivES)T151319
(CU-RivES)T151398
(CU-RivES)T151405
(CU-RivES)T151450
(CU-RivES)T151426
(CU-RivES)T152007
(CU-RivES)T151364
(CU-RivES)T151331
(CU-RivES)T151464
(CU-RivES)T151484
(CU-RivES)T151469
(CU-RivES)T151368
(CU-RivES)T151522
(CU-RivES)T151381
(CU-RivES)T151489
(CU-RivES)T151488
(CU-RivES)T151487
(CU-RivES)T151377
(CU-RivES)T151392
(CU-RivES)T151415
(CU-RivES)T151431
(CU-RivES)T151316
(CU-RivES)T151462
(CU-RivES)T151356
(CU-RivES)T152027
(Uk-ES)006261153
(CU-RivES)T166295
(CU-RivES)N39213
(CU-RivES)T152758
(CU-RivES)T151983
(CU-RivES)T152076
(CU-RivES)T152082
(CU-RivES)T151491
(CU-RivES)T151505
(CU-RivES)T151508
(CU-RivES)T151503
(CU-RivES)T151502
(CU-RivES)T151501
(CU-RivES)T195195
(CU-RivES)T151504
(CU-RivES)T151500
(CU-RivES)T151524
(CU-RivES)T151533
(CU-RivES)T151519
(CU-RivES)T151549
(CU-RivES)T163106
(CU-RivES)T151586
(CU-RivES)T151973
(CU-RivES)T152741
(CU-RivES)T149625
(CU-RivES)N8920
(CU-RivES)T43863
(CU-RivES)T153427
(CU-RivES)T151631
(CU-RivES)T152748
(CU-RivES)T168746
(CU-RivES)N17315
(CU-RivES)T144723
(Uk-ES)006297455
(CU-RivES)T202928
(CU-RivES)T151773
(CU-RivES)T184135
(CU-RivES)T13871
(CU-RivES)T153276
(CU-RivES)T195231
(CU-RivES)T151133
(CU-RivES)T151152
(Uk-ES)006270726
(CU-RivES)T175939
(Uk-ES)006302607
(CU-RivES)T208110
(Uk-ES)006285217
(CU-RivES)T190549
(CU-RivES)R176015
(Uk-ES)006163900
(CU-RivES)R175266
(Uk-ES)006323885
(CU-RivES)T229504
(CU-RivES)R235337
(CU-RivES)R222940
(CU-RivES)W10360
(CU-RivES)R24525
(CU-RivES)R221276
(CU-RivES)R221311
(CU-RivES)R221325
(CU-RivES)R221426
(CU-RivES)R221428
(CU-RivES)R221430
(CU-RivES)R221433
(CU-RivES)R221435
(CU-RivES)R228378
(CU-RivES)R228567
(Uk-ES)006158207
(CU-RivES)R180884
(CU-RivES)R203276
(CU-RivES)R228927
(CU-RivES)N53423
(CU-RivES)R173560
(CU-RivES)T184925
(CU-RivES)T12638
(CU-RivES)P3172
(CU-RivES)R178667
(CU-RivES)R236361
(CU-RivES)R235800
(CU-RivES)R235792
(CU-RivES)N66062
(CU-RivES)R235777
(CU-RivES)R235776
(CU-RivES)N70262
(CU-RivES)N70238
(CU-RivES)R233206
(CU-RivES)R234691
(CU-RivES)R235490
(CU-RivES)R235523
(CU-RivES)N70785
(CU-RivES)R235586
(CU-RivES)R235587
(CU-RivES)R235588
(CU-RivES)R235591
(Uk-ES)006220204
(CU-RivES)T19809
(CU-RivES)R235600
(CU-RivES)R235602
(Uk-ES)006233224
(CU-RivES)T33723
(CU-RivES)N482893
(CU-RivES)N18374
(CU-RivES)R235649
(CU-RivES)R235857
(CU-RivES)R235975
(CU-RivES)R235989
(CU-RivES)T114230
(CU-RivES)T114226
(CU-RivES)T114225
(CU-RivES)T121142
(CU-RivES)T67467
(CU-RivES)T136172
(CU-RivES)T133180
(CU-RivES)T52160
(CU-RivES)T78149
(CU-RivES)T78153
(CU-RivES)T120819
(CU-RivES)N12761
(CU-RivES)N7966
(CU-RivES)T141229
(CU-RivES)T63290
(CU-RivES)T63300
(CU-RivES)T63290
(CU-RivES)T21850
(CU-RivES)N18722
(CU-RivES)N18731
(CU-RivES)N18740
(CU-RivES)N18754
(CU-RivES)N18755
(CU-RivES)N18763
(CU-RivES)N18765
(CU-RivES)N18766
(CU-RivES)N18794
(CU-RivES)N18795
(CU-RivES)N18733
(CU-RivES)N21455
(CU-RivES)T136050
(CU-RivES)T87770
(CU-RivES)T115834
(CU-RivES)T105405
(CU-RivES)T1751
(CU-RivES)N6822
(CU-RivES)N21452
(CU-RivES)T138047
(CU-RivES)T138047
(CU-RivES)T127572
(CU-RivES)N2335
(CU-RivES)N353
(CU-RivES)T40522
(CU-RivES)T35125
(CU-RivES)T129778
(CU-RivES)T63966
(CU-RivES)T110898
(CU-RivES)T92101
(CU-RivES)T73267
(CU-RivES)T34007
(CU-RivES)T74390
(CU-RivES)T92134
(CU-RivES)T82095
(CU-RivES)T49
(CU-RivES)T89304
(CU-RivES)T36599
(CU-RivES)T43106
(CU-RivES)T40084
(CU-RivES)T40085
(CU-RivES)T105380
(CU-RivES)T41684
(CU-RivES)T41674
(CU-RivES)T39273
(CU-RivES)T230788
(CU-RivES)T107708
(CU-RivES)T227117
(CU-RivES)R236692
(CU-RivES)P5987
(Uk-ES)006426897
(CU-RivES)T480827
(CU-RivES)T217793
(CU-RivES)T209162
(CU-RivES)N68683
(CU-RivES)N71808
(CU-RivES)N72222
(CU-RivES)P5960
(CU-RivES)N483463
(CU-RivES)T148077
(CU-RivES)T148074(CU-RivES)T148077(CU-RivES)T198724
(CU-RivES)N61277
(CU-RivES)T217130
(CU-RivES)T122204
(CU-RivES)W38651(CU-RivES)W38652(CU-RivES)W38653(CU-RivES)W38654(CU-RivES)W38655
(CU-RivES)T185951
(CU-RivES)T113441
(CU-RivES)T147262
(CU-RivES)T178171
(CU-RivES)T199588
(CU-RivES)T187818
(CU-RivES)N3815
(CU-RivES)T174752
(CU-RivES)T209954
(CU-RivES)T209946
(CU-RivES)T209935
(CU-RivES)T209934
(CU-RivES)T209933
(CU-RivES)T209932
(CU-RivES)T194977
(CU-RivES)N17845
(Uk-ES)006159307
(CU-RivES)R179760
(Uk-ES)006147592
(CU-RivES)R230483
(CU-RivES)N66520
(Uk-ES)T212519
(Uk-ES)T212518
(CU-RivES)T181122
(CU-RivES)N68638
(CU-RivES)T66831(CU-RivES)T66828(CU-RivES)T66830(CU-RivES)T66829
(CU-RivES)P3119
(CU-RivES)T175360
(CU-RivES)N27647
(CU-RivES)N52239
(CU-RivES)N9301
(CU-RivES)T135260
(CU-RivES)T164213
(CU-RivES)T107215
(CU-RivES)T91371(CU-RivES)T91372(CU-RivES)T91373(CU-RivES)T91374&amp;lt; &gt;(CU-RivES)T91375(CU-RivES)T91376
(CU-RivES)W13276(CU-RivES)W13277(CU-RivES)W13278(CU-RivES)W24449(CU-RivES)W24450(CU-RivES)W24452(CU-RivES)W24453(CU-RivES)W24454(CU-RivES)W24456(CU-RivES)W24457(CU-RivES)W24458(CU-RivES)W24462(CU-RivES)W24460(CU-RivES)W24461(CU-RivES)W24471(CU-RivES)W4863(CU-RivES)W24472(CU-RivES)W24467(CU-RivES)W24466(CU-RivES)W2 4465(CU-RivES)W24463(CU-RivES)W24464(CU-RivES)W24459(CU-RivES)W24468(CU-RivES)W24455(CU-RivES)W24451(CU-RivES)W24447(CU-RivES)W24469(CU-RivES)W24448(CU-RivES)W24470(CU-RivES)W15188
(CU-RivES)N41646
(CU-RivES)N64609
(CU-RivES)T225250
(Uk-ES)006319645
(CU-RivES)T135433
(CU-RivES)T135434
(CU-RivES)T135435
(CU-RivES)T221666
(CU-RivES)T221668
(CU-RivES)T221669
(CU-RivES)T221670
(CU-RivES)T221671
(CU-RivES)T221672
(CU-RivES)T221673
(CU-RivES)T221674
(CU-RivES)T221675
(CU-RivES)T221677
(CU-RivES)T221678
(CU-RivES)T221679
(CU-RivES)T221680
(CU-RivES)T221681
(CU-RivES)T221682
(CU-RivES)T221683
(CU-RivES)T221684
(CU-RivES)T221685
(CU-RivES)T221686
(CU-RivES)T2216
(Uk-ES)006316102
(Uk-ES)006313513
(CU-RivES)T219064
(CU-RivES)N61093
(Cu-Rives)N61095
(CU-RivES)N61096
(CU-RivES)N61097
(CU-RivES)N61098
(CU-RivES)N61099
(CU-RivES)T108285
(CU-RivES)T228047
(CU-RivES)T134467
(Uk-ES)006402001
(CU-RivES)T148719
(CU-RivES)T148721
(CU-RivES)T148723
(CU-RivES)T148724
(CU-RivES)T148725
(Uk-ES)006414737
(CU-RivES)T98525(CU-RivES)T219861
(CU-RivES)T121960
(CU-RivES)R224896
(CU-RivES)T300793
(CU-RivES)T97919
(CU-RivES)P1033
(Uk-ES)006071459
(CU-RivES)R183625
(CU-RivES)P3320
(CU-RivES)T300797
(Uk-ES)006071524
(CU-RivES)P1092
(Uk-ES)006071525
(CU-RivES)P1093
(Uk-ES)006071523
(CU-RivES)P1091
(Uk-ES)006071534
(CU-RivES)P1101
(Uk-ES)006072127
(CU-RivES)P1663
(Uk-ES)006071593
(Cu-RivES)P1158
(CU-RivES)R12378
(CU-RivES)R12055
(Uk-ES)006077646
(CU-RivES)R10212
(Uk-ES)006075649
(CU-RivES)R17312
(CU-RivES)P1682
(CU-RivES)P3330
(Uk-ES)006073472
(CU-RivES)R215648
(CU-RivES)R200191
(CU-RivES)P2954
(Uk-ES)006073706
(CU-RivES)P1333
(Uk-ES)006071782
(CU-RivES)P1335
(Uk-ES)006071784
(CU-RivES)P1336
(Uk-ES)006071785
(CU-RivES)R205948
(CU-RivES)P1397
(CU-RivES)N32820
(CU-RivES)T221797
(CU-RivES)P1410
(Uk-ES)006071859
(CU-RivES)T170200
(Uk-ES)006265027
(CU-RivES)P6062
(Uk-ES)006074993
(CU-RivES)T227086
(Uk-ES)006321472
(CU-RivES)P2315
(Uk-ES)006072821
(CU-RivES)P2318
(Uk-ES)006072824
(CU-RivES)N68968(CU-RivES)N68969(CU-RivES)N68970(CU-RivES)N68972(CU-RivES)N68973(CU-RivES)N68971
(CU-RivES)P214
(Uk-ES)006072632
(CU-RivES)P1418
(Uk-ES)006071865
(CU-RivES)P1438
(Uk-ES)006071885
(CU-RivES)R23236
(CU-RivES)P2458
(Uk-ES)006072950
(CU-RivES)R35658
(CU-RivES)P1478
(CU-RivES)T469197
(Uk-ES)006469173
(CU-RivES)T469198
(Uk-ES)006469174
(CU-RivES)T469194
(Uk-ES)006469165
(CU-RivES)R222998
(Uk-ES)006129600
(CU-RivES)P1589
(CU-RivES)R20063
(CU-RivES)T300794
(CU-RivES)P86
(Uk-ES)006073001
(CU-RivES)P1573
(Uk-ES)006072031
(CU-RivES)P6076
(Uk-ES)006073130
(CU-RivES)P1208
(Uk-ES)006071648
(CU-RivES)T163666
(CU-RivES)T139788
(Uk-ES)006073155
(CU-RivES)P6092
(CU-RivES)R24419
(CU-RivES)P1691
(Uk-ES)006072156
(CU-RivES)T153180
(Uk-ES)006072195
(CU-RivES)P1728
(Uk-ES)006072209
(CU-RivES)P1743
(CU-RivES)T115515
(CU-RivES)P1777
(CU-RivES)T185875
(CU-RivES)T207715
(CU-RivES)P1780
(Uk-ES)006072248
(CU-RivES)P1780
(Uk-ES)006072248
(CU-RivES)T227072
(Uk-ES)006321458
(CU-RivES)T135263
(CU-RivES)P6586
(Uk-ES)006073517
(CU-RivES)P178
(Uk-ES)006072247
(CU-RivES)P1804
(CU-RivES)P2340
(Uk-ES)006072195
(CU-RivES)P1728
(CU-RivES)T41179
(CU-RivES)T41180
(CU-RivES)T41181
